Date,IBM,GOOG,NVDA,MSFT,AAPL,TSLA,AMZN,META
2025-03-14,0.010320763341810521,0.01739178758395366,0.051349503358979635,0.02551848014629073,0.018007534266819177,0.037912677650069934,0.020723473340341268,0.02919925686387743
2025-03-17,0.018431969061167827,-0.00628371268361612,-0.017745076192819703,0.0003601870827840724,0.002385927286445827,-0.04906823105490024,-0.011227182074080659,-0.004453517042499043
2025-03-18,-0.024085064420897105,-0.023692138760356172,-0.03490306129225978,-0.013416014582775049,-0.00614026528620476,-0.05483544563443516,-0.015030126840267754,-0.03797433775392787
2025-03-19,0.02139328908446873,0.02194951634445348,0.01794418453820409,0.011149630739538452,0.01191800697820243,0.045761190368065426,0.014007778521538292,0.0029149093234057556
2025-03-20,-0.036201702141723933,-0.007424603413052638,0.008557527259815392,-0.002530249405532545,-0.005310501011020059,0.0016944590202751025,-0.0030218279679656837,0.003315943161551196
2025-03-21,0.0022577499462785294,0.007244104696451751,-0.007027070855381454,0.011361193751296827,0.01928961890955973,0.0513547158131408,0.006442448675219972,0.017340249561647866
2025-03-24,0.018606420680204648,0.021893855226140062,0.031034325734698574,0.004640800550818956,0.011207410053437512,0.11273547481030481,0.03530037223454001,0.03720299182827428
2025-03-25,0.0058192033957536905,0.016690378981206986,-0.005947997580503561,0.005277622425667818,0.013589063767491449,0.034423463077927825,0.011981521917604297,0.011982555070325345
2025-03-26,0.0017590679746200633,-0.03324513741896998,-0.059134310275674694,-0.013220944205326898,-0.009971298130206968,-0.05742390273973778,-0.022515953159889142,-0.02478123467558346
2025-03-27,-0.01663512845300006,-0.018477647315077485,-0.02069438777053164,0.001562952027639864,0.010418183155279457,0.003925268964187628,0.001142864416179142,-0.013843784042843088
2025-03-28,-0.00901657253522278,-0.05011357287289951,-0.015920778042537023,-0.030624423132466567,-0.026939938824715872,-0.035704833212183235,-0.043855989217514546,-0.04382885273093078
2025-03-31,0.01891832935774237,0.0010886595648998537,-0.01183228400182569,-0.009042879843288259,0.019226533807503023,-0.016797411271064034,-0.012846835734262254,-0.0006591065589042802
2025-04-01,0.00673337163048043,0.01682001097681698,0.01619958812828833,0.017952500798414775,0.004760651082845126,0.03525624951763979,0.00998885850959942,0.016587181548014158
2025-04-02,-0.0014390356270359104,-0.0001257730163025256,0.002448127312958385,-0.00013091783114323568,0.003131424661602211,0.05189662060946535,0.019785262896236874,-0.0035386406449110586
2025-04-03,-0.02630497457484316,-0.04000675086721227,-0.08128106646665656,-0.023913833417961234,-0.09701326454420206,-0.05630172235818194,-0.0940813573992858,-0.09385227592432231
2025-04-04,-0.06801357409935044,-0.0325626216133694,-0.07642295152473849,-0.036213646159083984,-0.07568035370075911,-0.11003572551557192,-0.04242073641032032,-0.05190519060805175
2025-04-07,-0.0075013277693691096,0.010101742294187496,0.03469994438982112,-0.0055177498019892135,-0.037425944633356655,-0.02597878190231111,0.024606997782102066,0.0225675986708548
2025-04-08,-0.021262542110282806,-0.01798437494295747,-0.013818840529489507,-0.009264277039620341,-0.051101834349552816,-0.05023573100190593,-0.026597259717812963,-0.011298482064212929
2025-04-09,0.06260526104389447,0.09420551861838447,0.17162072342566922,0.09652467206808424,0.142617325001121,0.20449058000160142,0.11312358861813517,0.13763450730396154
2025-04-10,-0.024782844273225604,-0.03596748735205323,-0.06094727494711714,-0.023684606786803536,-0.043318609189966585,-0.0755220285780395,-0.053085113655140896,-0.06977717319288398
2025-04-11,0.02550504231369122,0.025607379032409047,0.030757562677878148,0.018446932820775683,0.039792089476687206,-0.0003566259450699316,0.019941079422269643,-0.004991485990952997
2025-04-14,0.015088644626777368,0.012902491059291735,-0.001985198741229029,-0.0016489964988410032,0.02181436513945285,0.00015855643290671638,-0.014987065296594422,-0.022493087621428712
2025-04-15,0.006836708641138842,-0.017429820202148495,0.013368805296761056,-0.005377916425242271,-0.001878074221819785,0.006950209565496345,-0.013989329016472998,-0.018917779991509433
